,smiles,logBB,BBclass,split
340,CN1CCN(CC1)C2=Nc(cccc3)c3Oc(c24)ccc(Cl)c4,0.8,1,train
341,CNCCCC12c3c(cccc3)C(CC2)c4c1cccc4,1.3,1,train
342,c1cc(F)ccc1CCN(CC2=O)CCN2C(CC3)Cc(c34)ccc(c4)CN(CC)CC,0.48,1,test
343,O1COc(c12)ccc(c2)CN(CC3)CCC3Nc4n[nH]c(c45)ccc(Cl)c5,0.83,1,train
344,c1ccccc1\C=C\CN(CC2)CCC2Nc3cc(=O)oc(c34)ccc(Cl)c4,0.13,1,test
345,CCc1ccc(cc1)-c(cc2)ccc2C(=O)N(C)C3CCN(C3)C(=O)N(C4)CCC4N5CCCCC5,0.81,1,test
346,O1COc(c12)ccc(c2)CN(CC3)CCC3Nc4n[nH]c(c45)ccc(c5)OC,0.57,1,train
347,C1CCCN1CCOc(c2OC)ccc(c2)-n(cn3)c(=O)c(c34)sc(c4)-c5ccc(Cl)cc5,0.78,1,test
348,C1COc(c12)ccc(c2)CN(CC3)CCC3Nc4cc(=O)oc(c45)ccc(Cl)c5,-0.14,0,test
349,C1CN(C)CCC1(C(=O)OCC)c2ccccc2,0.85,1,train
350,NC(=O)OCC(C)(CCC)COC(=O)N,-0.15,0,train
351,c1ccccc1C(C(=O)CC)(CC(C)N(C)C)c2ccccc2,0.9,1,train
352,C,0.04,0,train
353,c1c(Cl)c(N)cc(OC)c1C(=O)NCCN(CC)CC,0.9,1,train
354,c1cc(F)ccc1C(=O)N(c2ccccn2)CCN3CCN(CC3)c4c(OC)cccc4,0.09,0,test
355,O=C(O)[C@@H](C)c(c1)ccc(c12)cc(cc2)OC,0.1,0,train
356,c1c(F)ccc(c12)OC(CC2)C(O)CNCC(O)C(CC3)Oc(c34)ccc(F)c4,0.57,1,test
357,c1cncc(c1c23)[nH]c2cccc3,0.48,1,validation
358,N1CCC[C@H]1[c@@]2cccnc2,0.32,1,train
359,OCCN(CC1)CCN1CCCN2c(cccc3)c3Sc(c24)ccc(Cl)c4,0.7,1,train
360,O=C1NC(=O)NC(=O)C1(CC)c2ccccc2,-0.12,0,train
361,CC(C)(C)/[N+]([O-])=C\c1ccccc1,0.05,0,train
362,O\N=C\c1cccc[n+]1C,-0.17,0,train
363,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](C(C2)O)[C@]4(C)C(CC3)=CC(=O)C=C4,-0.18,0,train
364,CC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4,-0.1,0,train
365,CN[C@H](C)CC1CCCCC1,1.08,1,train
366,C1COc(c12)c(cc(Cl)c2N)C(=O)NC3CCN(CC3)CCCOC,-0.1,0,test
367,OCCOCCN1CCN(CC1)C2=Nc(cccc3)c3Sc(c24)cccc4,0.7,1,train
368,C=CC(C12)CC(CC2)C(C1)C(O)c3ccnc(c34)ccc(c4)OC,0.1,0,test
369,[nH]1c(=S)n2CC(C)N(CC=C(C)C)Cc3cc(Cl)cc1c23,0.28,1,test
370,CCN(C)C(=O)Oc(ccc1)cc1[C@H](C)N(C)C,0.88,1,train
371,CS(=O)(=O)c(cc1)ccc1C(COC2=O)=C2c3ccccc3,-0.1,0,validation
372,FCC(C)NC[C@H](O)COc1cccc2[nH]c(c3c12)cccc3,0.58,1,test
373,c1cc(F)ccc1OCC(O)CN(CC2)CCC2N(C)c(n3)sc(c34)cccc4,0.78,1,train
374,c1ccc(Cl)cc1OC2CCN(CC2)CCC3CCCN3S(=O)(=O)c(cc4)cc(c45)[nH]cc5,-0.04,0,train
375,CN1C2CC(CC1C(O3)C23)OC(=O)[C@@H](CO)c4ccccc4,0.23,1,validation
376,CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,0.2,1,train
377,c1cccc(c12)[C@@H](NC)CC[C@H]2[c@@](c3)ccc(Cl)c3Cl,1.6,1,train
378,N1CCN=C1Nc2c(Cl)cc(Cl)cc2,0.16,1,train
379,c1ccccc1C2(CCCNC)SC(C)(C)c(c23)cccc3,0.22,1,train
380,CC(C)(C)C#C/C=C/CN(C)Cc1cccc(c12)cccc2,0.08,0,train
381,OC1CCC(C12C)C3C(CC2)C4(C)C(CC3)=CC(=O)CC4,0.0,0,train
382,c1c(Cl)c(N)cc(OC)c1C(=O)NC2C(OC)CNCC2,-0.22,0,test
383,NS(=O)(=O)OC[C@@]12[C@@H](OC(O1)(C)C)[C@H]3[C@@H](CO2)OC(O3)(C)C,-0.07,0,validation
384,C1CCC[C@H](CN(C)C)[C@@]1(O)c2cc(OC)ccc2,0.72,1,train
385,Cl/C=C/Cl,0.04,0,train
386,CN(C)CC(C)CN(c(c12)cccc1)c3c(CC2)cccc3,0.99,1,train
387,N1CCN=C1Nc2c(Cl)ccc(Cl)c2,0.38,1,train
388,N1CCN=C1Nc2c(Cl)cc(Cl)cc2Cl,0.47,1,train
389,N1CCN=C1Nc2c(Br)cc(Br)cc2Br,0.58,1,train
390,N1CCN=C1Nc2c(Br)cccc2Br,0.33,1,train
391,N1CCN=C1Nc2c(Cl)cc(Br)cc2Cl,0.41,1,train
392,N1CCN=C1Nc2c(F)cccc2F,-0.2,0,train
393,n1nn(C)c(c12)cc(cc2)C(n3cncn3)c4ccc(Cl)cc4,-0.16,0,test
394,NCCc(n1)cn(c12)cccc2,0.25,1,train
395,N=C(N)Nc(n1)scc1-c2c[nH]c(n2)C,-0.04,0,test
396,CC(=O)Nc1ccc(O)cc1,-0.34,0,train
397,O=c1n(C)c(=O)n(C)c(c12)nc[nH]2,-0.304999995,0,train
398,CNCCc1ccccn1,-0.38,0,train
399,c1cccc(c1C(O2)C23)N(C(=O)N)c4c3cccc4,-0.345,0,train
400,ClCCNC(=O)N(N=O)CCCl,-0.51999998,0,train
401,CCCC(C(=O)O)CCC,-0.315,0,train
402,CN1CCCCC1CCN2c(cccc3)c3Sc(c24)ccc(c4)S(=O)C,-0.32,0,train
403,CCCCc1c(=O)n(-c2ccccc2)n(c1O)-c3ccccc3,-0.51999998,0,test
404,OCC1C=CC(O1)n(c2)c(=O)[nH]c(=O)c2C,-0.47999999,0,train
405,O=C(O)C=C(C)C=CC=C(C)C=CC(C1(C)C)=C(C)CCC1,-0.49000001,0,train
406,c1cc(C)cn(c12)c(CC(=O)N(C)C)c(n2)-c(cc3)ccc3C,-0.47999999,0,train
407,N#CC=C,-0.40000001,0,train
408,O=C(O)CNC(=O)c1c(O)cccc1,-0.44,0,train
409,c1cc(F)ccc1C(=O)NCCN2CCN(CC2)c3cccc(c34)OC(CO4)CO,-0.44999999,0,validation
410,CCCN(CCC)CCc1ccc(O)c(c12)NC(=O)C2,-0.43000001,0,train
411,CN(C)CCCN1c(cccc2)c2S(=O)c(c13)cccc3,-0.47999999,0,validation
412,O1C2C(O)C=CC3C(N(C)CC4)Cc5ccc(O)c1c5C234,-0.454999995,0,train
413,CC(=O)NCCCOc(ccc1)cc1CN2CCCCC2,-0.46000001,0,train
414,CC(=O)Cn(n1)c(=O)ccc1-c2c(-c3ccccc3)nn(c24)cccc4,-0.31,0,validation
415,O=c1n(C)c(=O)n(C)c(c12)[nH]cn2,-0.34099999,0,validation
416,CC(C1)N(S(=O)(=O)C)c(c12)cc(c(c2)OC)CNC(CCCN3)C3c4ccccc4,-0.41999999,0,test
417,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)N(S(=O)(=O)C)c(n4)sc(C)c4C,-0.37,0,test
418,c1cccc(c1C(O2)C23)C(C(=O)N)c4c3cccc4,-0.34,0,test
419,c1cccc(c12)N(C(=O)N)c3c(C(C)C2C)cccc3,-0.34,0,train
420,c1cc(F)ccc1C(=O)CCCN(CC2)CCC23C(=O)N(CC)CN3c4ccc(Br)cc4,-0.43000001,0,train
421,CCCN(CCC)CCc(c1)cc(O)c(c12)NC(=O)C2,-0.43000001,0,train
422,CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1,-0.38,0,train
423,O=C(O)C1(N)CCCC1,-0.43,0,train
424,CCc1ccc(cc1)-n(cn2)c(=O)c(c2c34)sc3nccc4N(C)C,-0.47,0,test
425,OCC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H]([C@@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,-0.5,0,train
426,O=C(O)c(c1=O)cn(CCF)c(c12)c(F)c(c(F)c2)N(CC3)CCN3C,-0.43,0,train
427,C1COCCN1CCCOc(c2)c(OC)cc(c23)ncnc3Nc(cc4)cc(Cl)c4F,-0.5,0,test
428,O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl,-0.5,0,train
429,O=C(O)[C@]1(F)[C@H]([C@H]12)[C@](N)(C(=O)O)CC2=O,-0.41,0,test
430,CCCCC(C1=O)C(=O)N(c2ccccc2)N1c3ccccc3,-0.52,0,train
431,O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC,-0.4,0,train
432,CN(C)CCc1c[nH]c(c12)ccc(c2)CS(=O)(=O)NC,-0.4,0,train
433,CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)ccc(O)c5CN(C)C,-0.42,0,train
434,O=C1CCC(N1C)c2cccnc2,-0.284,0,train
435,C=CCc1c(cccc1)OCC(O)CNC(C)C,-0.23,0,train
436,CCOC(=O)c1ncn(c12)c3c(C(=O)N(C)C2)cc(F)cc3,-0.28999999,0,train
437,CC(C)NCC(O)c1ccc(cc1)NS(=O)(=O)C,-0.28,0,train
438,Cn1cnc(c12)n(C)c(=O)[nH]c2=O,-0.294999995,0,train
439,ClCCl,-0.255,0,train
440,ClC(Cl)C,-0.28,0,train
441,C#CCO,-0.23,0,train
442,OC1C(F)CC(C12C)C3C(CC2)c4c(CC3)cc(O)cc4,-0.30000001,0,train
443,N1C(=O)C(C)NC(=O)C12CCCC2,-0.25999999,0,train
444,CC(C)(C)OC(=O)c1ncn2c1CN(C)C(=O)c(c23)scc3,-0.25,0,train
445,CC(C)c1nc(no1)-c2ncn(c23)c4c(C(=O)N(C)C3)c(Cl)ccc4,-0.30000001,0,train
446,N=C(N)SCCF,-0.275000005,0,train
447,FCCCn1ccnc1[N+]([O-])=O,-0.23999999,0,train
448,c1ccccc1C(=O)NCCCOc(ccc2)cc2CN3CCCCC3,-0.23999999,0,train
449,c1sc(I)cc1C(=O)CCCN(CC2)CCC23C(=O)N(C)CN3c4ccccc4,-0.25,0,test
450,CC(C)(O)Cn(n1)c(=O)ccc1-c2c(-c3ccccc3)nn(c24)cccc4,-0.23,0,validation
451,c1c(Br)cc(C)c(c1C)N=C2NCCN2,-0.28,0,train
452,CN(C)Cc1cc(ncc1)-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.28,0,validation
453,CN(C)Cc1ccc(o1)-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.27000001,0,train
454,CN(C)c(o1)ccc1-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.27,0,train
455,CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)cccc5,-0.29,0,train
456,O=C1NC(=O)NC(=O)C1(CC)C2=CCCCC2,-0.3,0,train
457,c1cc(O)ccc1CC(N)C(=O)N[C@H](C(C)(C)SS2)C(=O)NCC(=O)NC(C(=O)N[C@H](C(=O)O)C2(C)C)Cc3ccccc3,-0.3,0,test
458,CCC1(C)C(=O)NC(=O)C1,-0.3,0,train
459,c1cccc(c12)cccc2C(=O)c3ccc(OCC)c(c34)cccc4,-1.39,0,test
460,CCOc(cn1)ccc1Cc(n2)n(CC3CCCCC3)c(c24)ccc(c4)N(C)S(=O)(=O)c5cccs5,-1.15,0,test
461,CC1CCN(CC1)C(=O)c(c2)ccc3n(S(=O)(=O)CC)c(c4c23)CCN(C4)C5CCOCC5,-1.15,0,test
462,O=C(O)c1c(O)cccc1,-1.105,0,train
463,OCCOCn(cn1)c(c12)nc(N)[nH]c2=O,-0.83999997,0,train
464,CC(C)(C)NCC(O)c1cc(CO)c(O)cc1,-1.22,0,train
465,CC(=O)Oc(c1C(=O)O)cccc1,-0.555000005,0,train
466,NC(=O)Cc1ccc(cc1)OCC(O)CNC(C)C,-0.92,0,train
467,C1CCN(C1C23O)C(=O)C(CC(C)C)N2C(=O)C(O3)(C(C)C)NC(=O)C(C4)CN(C)C(C5)C=4c6cccc7[nH]c(Br)c5c67,-1.1,0,train
468,COc(cc1)c(OC)cc1C(C#N)(C(C)C)CCCN(C)CCc2cc(OC)c(cc2)OC,-0.669999995,0,train
469,O=C(O)COCCN(CC1)CCN1C(c2ccc(Cl)cc2)c3ccccc3,-1.72500005,0,train
470,O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl,-1.7,0,train
471,IC1=CC(Cl)=C(C=CC=N2)C2=C1O,-2.4,0,train
472,Clc1c(N(S(=O)(C)=O)CCO)c2c(NC(C(N2)=O)=O)cc1Cl,-2.15,0,validation
473,Brc1cccnc1CSCCN/C(NCC)=N/C#N,-2.15,0,train
474,OC(C1=CC=C(Cl)C=C1N2)=C(C3=CC(OC4=CC=CC=C4)=CC=C3)C2=O,-2.03,0,test
475,COc1cccnc1CCCCNC2=NC(C(Cc3ccc(C)nc3)=CN2)=O,-2.0,0,train
476,OC(C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1)=O,-1.96,0,train
477,Brc1cc(C)c(CCCCNC(NC=C2Cc3ccc(C)nc3)=NC2=O)nc1,-1.88,0,train
478,O=C(O)C[C@H](O)C[C@H](O)/C=C/C1=C(C2=CC=C(F)C=C2)C(COC)=C(C(C)C)N=C1C(C)C,-1.82,0,train
479,O=C(N[C@@H](CC1=CC=CC=C1)[C@H](C[C@H](CC2=CC=CC=C2)CC([C@@H](NC(N(C)CC3=CSC(C(C)C)=N3)=O)C)=O)O)OCC4=CN=CS4,-1.82,0,test
480,OC1=CC2=C(C(C(C3=CC=C(OCCN4CCCCC4)C=C3)=O)=C(C5=CC=C(O)C=C5)S2)C=C1,-1.81,0,test
481,ClCCN(CCCl)c1ccc(CCCC(O)=O)cc1,-1.74,0,train
482,O=C(OCC)N1C(C(O)=O)CSC1,-1.72,0,test
483,FC1=CC(C(C)C(O)=O)=CC=C1C2=CC=CC=C2,-1.68,0,train
484,OCC(C(C(C(CO)O)O)O)O,-1.6,0,train
485,NC(N)=NC1=NC(c2cc(NC(C)=O)ccc2)=CS1,-1.57,0,train
486,NC(N)=NC1=NC(c2cc(N/C(NC)=N/C#N)ccc2)=CS1,-1.54,0,train
487,Oc1cc(OCCCCOc2ccc3c(OC(C=C3)=O)c2)ccc1C(CC(C)C)=O,-1.52,0,test
488,Oc1cc(OCCCCO)ccc1C(CC(C)C)=O,-1.52,0,train
489,Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(O)c2)ccc1C(CC(C)C)=O,-1.52,0,validation
490,CCc1c2c(C3=C(N2)C(CC)(CC(O)=O)OCC3)ccc1,-1.51,0,validation
491,CN1CCN(CC2=CC=C(C(NC3=CC(NC4=NC=CC(C5=CC=CN=C5)=N4)=C(C)C=C3)=O)C=C2)CC1,-1.5,0,validation
492,CC1=C(CSCCN/C(NC)=N/C#N)N=CN1,-1.48,0,train
493,O=C(N)Cc1ccc(OCC(NC(C)C)O)cc1,-1.42,0,train
494,OC(CC1)CCC1N2C(C3=CC=NC(OC)=N3)=C(C4=CC=C(F)C=C4)N=C2,-1.4,0,test
495,ClC1=C(OCC2=CC(F)=CC=C2)C=CC(NC3=NC=NC4=C3C=C(C5=CC=C(CNCCS(=O)(C)=O)O5)C=C4)=C1,-1.39,0,validation
496,O=C(O)C[C@H](O)C[C@H](O)CCN1C(C2=CC=C(F)C=C2)=C(C3=CC=CC=C3)C(C(NC4=CC=CC=C4)=O)=C1C(C)C,-1.36,0,test
497,CN1[C@H]2CC[C@H]1[C@@H](CC(O)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,-1.35,0,test
498,ClC1=CC2=C(SC(S(=O)(NC3=CC(N4CCNCC4)=C(OC)C=C3)=O)=C2C)C=C1,-1.3,0,test
499,CC1=NC(N2CCN(CCO)CC2)=CC(NC3=NC=C(C(NC4=C(Cl)C=CC=C4Cl)=O)S3)=N1,-1.3,0,test
500,CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3cc4ccccc4cc3)=CN2)=O)O1,-1.3,0,train
501,O=C1ON=C(CC2(CCCCC2)CN)N1,-1.3,0,test
502,ClC1=C(NC2=CC=CC=C2CC(O)=O)C(Cl)=CC=C1,-1.3,0,train
503,OC[C@@H](O1)CC[C@@H]1N(C=N2)C(NC=N3)=C2C3=O,-1.3,0,validation
504,OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3CCN(CCCC(O)C4=CC=C(C(C)(C)C(O)=O)C=C4)CC3,-1.3,0,train
505,CC(C)(NCC(c1cc(CO)c(O)cc1)O)C,-1.3,0,train
506,CC(N1C(c2ccc(Cl)cc2)=O)=C(CC(O)=O)c3c1ccc(OC)c3,-1.26,0,train
507,CN(C)CC1=CC(CSCCN/C(NC)=N/C[N+]([O-])=O)=CO1,-1.23,0,train
508,O=C(C(C)C)NC1=CC=C(CC(CN2C[C@H](OC)C(N3C(C=CC(C)=C4)=C4N=C3C)CC2)C5)C5=C1,-1.22,0,validation
509,O=C1N([C@H]2O[C@@H](CO)SC2)C=C(F)C(N)=N1,-1.22,0,test
510,Oc1ccc2c(C(CCN(C)C)=CN2)c1,-1.19,0,train
511,CN(C)c1nccc(C2=NNC(N)=N2)c1,-1.17,0,validation
512,NC(N)=NC1=NC(c2cc(N)ccc2)=CS1,-1.17,0,train
513,O=C(N1CCN(C2=NC=CC=C2NC(C)C)CC1)C(N3)=CC4=C3C=CC(NS(C)(=O)=O)=C4,-1.14,0,train
514,CN(C)CC1=CC=C(CSCCNC2=C([N+]([O-])=O)C=CN2)O1,-1.12,0,test
515,CCN1CCCC1CNC(C2=C(OC)C=CC(S(N)(=O)=O)=C2)=O,-1.11,0,train
516,OC(c1c(O)cccc1)=O,-1.1,0,train
517,O=C(C1=CC(I)=C(OCCN(CC)CC)C(I)=C1)C2=C(CCCC)OC3=C2C=CC=C3,-1.08,0,train
518,O[C@@H]1CC2=CC=CC=C2[C@@H]1NC([C@H](C[C@H](O)CN3CCN(CC4=CN=CC=C4)C[C@H]3C(NC(C)(C)C)=O)CC5=CC=CC=C5)=O,-1.07,0,test
519,CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3ccc(C)nc3)=CN2)=O)O1,-1.06,0,validation
520,O=C1OC[C@H](CC2=CC3=C(NC=C3CCN(C)C)C=C2)N1,-1.04,0,test
521,OC(COC1=C(C(NC(CC)C2=CC=CC=C2)=O)C3=C(C=CC=C3)N=C1C4=CC=CC=C4)=O,-1.0,0,train
522,O=S(CC1=CC2=C(NC=C2CCN(C)C)C=C1)(NC)=O,-1.0,0,train
523,ClC(C(O)=C1)=CC=C1C2=C(C3=CC=NC=C3)NC(C4=CC=CC=C4)=N2,-1.0,0,test
524,CC(C)N(CC(O)C)c1nnc(NNC(OCC)=O)cc1,-1.0,0,test
525,CC(C=C1)=CC=C1C2=CC(C(F)(F)F)=NN2C3=CC=C(S(=O)(N)=O)C=C3,-1.0,0,test
526,O=C(OCC)C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1,-1.0,0,train
527,O=C(N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(C1)=O)c4ccc(C(C)(C)C)cc4,-1.0,0,validation
528,O=C(N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(C1)=O)c5ccc(C(N6CCC6)=O)cc5,-1.0,0,test
529,COc1[n+](c2ccccc2)ncc(N)c1,-1.0,0,test
530,CSC1=NN2C(N=C3CCCC3=C2N4CCNCC4)=C1S(C5=CC=CC=C5)(=O)=O,-1.0,0,test
531,O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(N1)=O,-0.98,0,train
532,Clc1cc2c(N(C(N2)=O)C3CCN(CC3)CCCN4C(Nc5c4cccc5)=O)cc1,-0.93,0,train
533,CON1C=C(C(c2c1cc3c(OCO3)c2)=O)C(O)=O,-0.92,0,validation
534,CC(C)(NCC(COc1c2c(NC(CC2)=O)ccc1)O)C,-0.9,0,train
535,OC1(C(CO)=O)CC[C@@]([C@]1(C)C2)([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])C2=O)=O,-0.9,0,train
536,FC1(F)CCC(C(C(NC2CCN(CC3=CC=CC(N)=N3)CC2)=O)(O)C4=CC=CC=C4)C1,-0.89,0,test
537,O=C1NC(C(c2ccccc2)(c3ccccc3)N1)=O,-0.89,0,train
538,Nc1ccc(S(Nc2nnc(OC)cc2)(=O)=O)cc1,-0.85,0,test
539,CN(C)CCOC(C=C1)=CC=C1C2=NC(C3=CC=C(/C(CC4)=N/CO)C4=C3)=C(C5=CC=NC=C5)N2,-0.85,0,test
540,O=C1N([C@@H]2O[C@H](CO)[C@@H](F)C2)C=C(C)C(N1)=O,-0.85,0,train
541,NC(NC1=NC(CSCC/N=C(NC)/NC#N)=CS1)=N,-0.82,0,train
542,O=C1N2CCCC(O)C2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.8,0,validation
543,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C(C)=O)CC4)=N1,-0.79,0,train
544,CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1,-0.73,0,test
545,OCC(CC)NC1=NC(NCC2=CC=CC=C2)=C3C(N(C(C)C)C=N3)=N1,-0.72,0,test
546,S=C1C2=C(N=CN2)NC=N1,-0.71,0,validation
547,CCN1N=NN(CCN2CCC(COC)(N(C3=CC=CC=C3)C(CCC)=O)CC2)C1=O,-0.71,0,train
548,O=C(N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(C1)=O)c5ccc(C#N)cc5,-0.7,0,validation
549,O[C@H]([C@]1([H])[C@@H](CC2)CC(C=C)[C@@H]2C1)c3c4cc(OC)ccc4ncc3,-0.7,0,test
550,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCNCC4)=N1,-0.67,0,train
551,Brc1cccnc1CSCCNC2=C([N+]([O-])=O)NC=C2,-0.67,0,test
552,O=[N+]([O-])C1=C(NC=C1)NCCSCc2ccccn2,-0.66,0,train
553,COC(C(OC)=C1)=CC2=C1C(C)=NC(N3CCN(C(C4=CC=CO4)=O)CC3)=N2,-0.66,0,test
554,O=C1N(/N=C\\N1c2ccc(cc2)N7CCN(c6ccc(OC[C@@H]3O[C@](OC3)(c4ccc(Cl)cc4Cl)Cn5ncnc5)cc6)CC7)C(C)CC,-0.64,0,train
555,O=C(N(C1=CC=C(CCN2C(C)=O)C2=C1)N3CCN(CCC4CCCC4)CC3)/C=C/C5=CC(C#N)=CC=C5,-0.63,0,test
556,CN(C)CCC1=CNC(C1=C2)=CC=C2CN3C=NC=N3,-0.61,0,validation
557,NC(SC)=N,-0.6,0,train
558,Fc1cc(F)c(C(N2CCN(c3ccc(OCCCN4CCC[C@H]4C)cc3)C(C2)=O)=O)cc1,-0.6,0,test
559,O=S1(c2ccccc2N3[C@@](CCC3)([H])N1)=O,-0.6,0,test
560,OC1C2=C(C=CC=C2)N(C(N)=O)C3=C(C=CC=C3)C1,-0.59,0,train
561,O=C1C(CC(C)C)N(C2=O)C(O[C@@]2(C(C)C)NC([C@@H]3C=C(C(C=CC=C4N5)=C4C(C6)=C5Br)[C@]6([H])N(C)C3)=O)[C@@]7([H])N1CCC7,-0.59,0,validation
562,O=C(NC1=NC=C(SCC2=NC=C(C(C)(C)C)O2)S1)C3CCNCC3,-0.57,0,validation
563,CC1=CN2C(C=C1)=NC(C3=CC=C(C)C=C3)=C2CC(N(C)C)=O,-0.54,0,train
564,NCC(CC(C)C)CC(O)=O,-0.54,0,train
565,O=C(C1=CC=C(C=C1)C2=CC(C(NC3CC3)=O)=CC=C2C)NCC4CC4,-0.52,0,test
566,COC(C=CC(S(=O)(NC1=CC(Br)=CC(F)=C1Br)=O)=C2)=C2N3CCNCC3,-0.52,0,test
567,O=S(C1=NN=C(NC(C)=O)S1)(N)=O,-0.52,0,train
568,O=S(CCC1=CC2=C(NC=C2C[C@H]3N(C)CCC3)C=C1)(C4=CC=CC=C4)=O,-0.52,0,test
569,O=C1C(CCCC)C(N(c2ccccc2)N1c3ccccc3)=O,-0.52,0,train
570,OC1CN(CC(C2=CC=CC=C2)N(C)C(C(C3=CC=CC=C3)C4=CC=CC=C4)=O)CC1,-0.51,0,validation
571,OC(c1c(OC(C)=O)cccc1)=O,-0.5,0,train
572,O=C1C2=C(N(COCCO)C=N2)NC(N)=N1,-0.5,0,train
573,CC1=CN(C(NC1=O)=O)C2OC(C=C2)CO,-0.48,0,train
574,O=C(N(C)N=N1)N2C1=C(C(N)=O)N=C2,-0.47,0,test
575,O=S(C1=CC=C(C(N)=O)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O,-0.47,0,validation
576,CC(NCCCOc1cccc(CN2CCCCC2)c1)=O,-0.46,0,train
577,O=S(CCC1=CC(C(C2CCN(C)CC2)=CN3)=C3C=C1)(NC)=O,-0.46,0,test
578,Fc1ccc(C(N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(C2)=O)=O)cc1,-0.46,0,validation
579,Oc1c(C(NCC(O)=O)=O)cccc1,-0.44,0,train
580,Oc1ccc(CCN(CCC)CCC)c(C2)c1NC2=O,-0.43,0,train
581,O=C1N2C(c3nc4cc(O)c(CN(C)C)cc4cc3C2)=CC5=C1COC([S@]5(O)CC)=O,-0.42,0,validation
582,O=C(OC(C)(C)C)C1=C(C)NC(C)=C(C(OC(C)(C)C)=O)C1C2=CC([N+]([O-])=O)=CC=C2,-0.42,0,train
583,Oc1ccc(NC(C)=O)cc1,-0.41,0,train
584,NCCCS(=O)(O)=O,-0.4,0,train
585,COc1c(OC)cc(CCN(CCCC(C(C)C)(c2cc(OC)c(OC)cc2)C#N)C)cc1,-0.4,0,train
586,Clc1ccc(C(N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(C2)=O)=O)cc1,-0.4,0,validation
587,CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5)=O)C5=C4)CC3)=CC=C2,-0.39,0,validation
588,COC1=CC(NC2=NN(C(NC(CO)C(C)C)=CC(C3CC3)=N4)C4=C2C(N)=O)=CC(OC)=C1,-0.39,0,test
589,NC(OCC(COC(N)=O)(CCC)C)=O,-0.38,0,train
590,O=C(N2C[C@@](CC[N+]3(CC5)CCC(C4=CC=CC=C4)5CC3)([C@]6=CC=C(Cl)C(Cl)=C6)CCC2)CC1=CC(OC(C)C)=CC=C1.[Cl-],-0.37,0,test
591,Fc1ccc([C@@](OC2)(CCCN(C)C)c3c2cc(C#N)cc3)cc1,-0.37,0,train
592,O=C(N1CCC(CNc2ncccn2)CC1)OCc3ccccc3,-0.37,0,test
593,CC(C1CSc2ccccc2N1CCC3CCCCN3C)=O,-0.36,0,test
594,O=C(N)N1c2ccccc2C(O3)C3c4ccccc14,-0.34,0,train
595,CN1C(c2cnccc2)CCC1=O,-0.34,0,train
596,CC1C(NC2(CCCC2)C(N1)=O)=O,-0.32,0,train
597,O=C1N2CCCCC2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.32,0,validation
598,Oc1c(O2)c([C@]([C@@H]2[C@@H](O)C=C3)(CCN4C)[C@]3([H])[C@H]4C5)c5cc1,-0.31,0,train
